jabko_url,jabko_name,jabko_price_uah,mygadget_url,mygadget_name,mygadget_price_uah
https://jabko.ua/product/apple-iphone-17-pro-1tb-orange,Apple iPhone 17 Pro 1TB (Cosmic Orange),83299,https://mygadget.ua/iphones/iphone-17-pro/apple-iphone-17-pro-1tb-orange,Apple iPhone 17 Pro 1Tb Cosmic Orange (MG8Q4),83289
https://jabko.ua/product/apple-iphone-17-pro-256gb-dark-blue-e-sim,Apple iPhone 17 Pro 256GB (Deep Blue) (e-Sim),57099,https://mygadget.ua/iphones/iphone-17-pro/apple-iphone-17-pro-256gb-deep-blue-mg7m4-e-sim,Apple iPhone 17 Pro 256Gb Deep Blue (MG7M4) e-Sim,57089
https://jabko.ua/product/apple-iphone-17-pro-256gb-gray-e-sim,Apple iPhone 17 Pro 256GB (Silver) (e-Sim),57599,https://mygadget.ua/iphones/iphone-17-pro/apple-iphone-17-pro-256gb-silver-mg7k4-e-sim,Apple iPhone 17 Pro 256Gb Silver (MG7K4) e-Sim,57589
https://jabko.ua/product/apple-iphone-17-pro-256gb-orange-e-sim,Apple iPhone 17 Pro 256GB (Cosmic Orange) (e-Sim),57099,https://mygadget.ua/iphones/iphone-17-pro/apple-iphone-17-pro-256gb-cosmic-orange-mg7l4-e-sim,Apple iPhone 17 Pro 256Gb Cosmic Orange (MG7L4) e-Sim,57089
https://jabko.ua/product/apple-iphone-17-pro-512gb-dark-blue-e-sim,Apple iPhone 17 Pro 512GB (Deep Blue) (e-Sim),67699,https://mygadget.ua/iphones/iphone-17-pro/apple-iphone-17-pro-512gb-deep-blue-mg7q4-e-sim,Apple iPhone 17 Pro 512Gb Deep Blue (MG7Q4) e-Sim,67889
https://jabko.ua/product/apple-iphone-17-pro-512gb-gray-e-sim,Apple iPhone 17 Pro 512GB (Silver) (e-Sim),68799,https://mygadget.ua/iphones/iphone-17-pro/apple-iphone-17-pro-512gb-silver-mg7n4-e-sim,Apple iPhone 17 Pro 512Gb Silver (MG7N4) e-Sim,68989
https://jabko.ua/product/apple-iphone-17-pro-512gb-orange-e-sim,Apple iPhone 17 Pro 512GB (Cosmic Orange) (e-Sim),66799,https://mygadget.ua/iphones/iphone-17-pro/apple-iphone-17-pro-512gb-cosmic-orange-mg7p4-e-sim,Apple iPhone 17 Pro 512Gb Cosmic Orange (MG7P4) e-Sim,66789
https://jabko.ua/product/apple-iphone-17-pro-1tb-dark-blue-e-sim,Apple iPhone 17 Pro 1TB (Deep Blue) (e-Sim),76699,https://mygadget.ua/iphones/iphone-17-pro/apple-iphone-17-pro-1tb-deep-blue-mg7u4-e-sim,Apple iPhone 17 Pro 1Tb Deep Blue (MG7U4) e-Sim,67689
https://jabko.ua/product/apple-iphone-17-pro-1tb-gray-e-sim,Apple iPhone 17 Pro 1TB (Silver) (e-Sim),77799,https://mygadget.ua/iphones/iphone-17-pro/apple-iphone-17-pro-1tb-silver-mg7r4-e-sim,Apple iPhone 17 Pro 1Tb Silver (MG7R4) e-Sim,68789
https://jabko.ua/product/apple-iphone-17-pro-1tb-orange-e-sim,Apple iPhone 17 Pro 1TB (Cosmic Orange) (e-Sim),76199,https://mygadget.ua/iphones/iphone-17-pro/apple-iphone-17-pro-1tb-cosmic-orange-mg7t4-e-sim,Apple iPhone 17 Pro 1Tb Cosmic Orange (MG7T4) e-Sim,76189
